Code,Yahoo Code,Company,Sector,Market Cap,Total Shares,Last trade
WIA,WIA.AX,WIA Gold Limited,Materials,30382600,920684848.0,0.033
AUDS,AUDS.AX,BetaShares Strong Australian Dollar Fund (hedge fund) ,Financials,30336000,4800000.0,6.32
TEG,TEG.AX,Triangle Energy (Global) Limited,Energy,30270200,1375918182.0,0.022
DHOF,DHOF.AX,Daintree Hybrid Opportunities Fund (Managed Fund) ,Financials,30252600,3302686.0,9.16
TI1,TI1.AX,Tombador Iron Limited,Materials,30218800,2158485714.0,0.014
MGT,MGT.AX,Magnetite Mines Limited,Materials,30021700,98431803.0,0.305
WZR,WZR.AX,Wisr Limited,Financials,30021500,1364613636.0,0.022
AME,AME.AX,Alto Metals Limited,Materials,29996400,697590698.0,0.043
UTIP,UTIP.AX,Betashares Inflation-Protected U.S. Treasury Bond Currency Hedged ETF ,Financials,29904000,1200000.0,24.92
RRR,RRR.AX,Revolver Resources Holdings Ltd,Materials,29856800,248806667.0,0.12
BPH,BPH.AX,BPH Energy Limited,Financials,29739900,1025513793.0,0.029
WTL,WTL.AX,WT Financial Group Limited,Financials,29513400,339234483.0,0.087
DEM,DEM.AX,De.mem Limited,Utilities,29436800,245306667.0,0.12
PHX,PHX.AX,PharmX Technologies Limited,Information Technology,29326800,598506122.0,0.049
GFL,GFL.AX,Global Masters Fund Limited,Financials,29274200,10723150.0,2.73
ASP,ASP.AX,Aspermont Limited,Communication Services,29265200,2438766667.0,0.012
PGY,PGY.AX,Pilot Energy Limited,Energy,29072700,1162908000.0,0.025
BCOM,BCOM.AX,Global X Bloomberg Commodity ETF (Synthetic) ,Financials,29044100,2787342.0,10.42
DDB,DDB.AX,Dynamic Group Holdings Limited,Industrials,29030000,145150000.0,0.2
SFG,SFG.AX,Seafarms Group Limited,Consumer Staples,29019600,4836600000.0,0.006
GBR,GBR.AX,Great Boulder Resources Limited,Materials,28939600,507712281.0,0.057
AUST,AUST.AX,BetaShares Managed Risk Australian Share Fund (managed fund) ,Financials,28912700,1840401.0,15.71
VRC,VRC.AX,Volt Resources Limited,Materials,28910700,4130100000.0,0.007
GTG,GTG.AX,Genetic Technologies Limited,Health Care,28854100,11541640000.0,0.0025
SOV,SOV.AX,Sovereign Cloud Holdings Limited,Information Technology,28849100,339401176.0,0.085
NUH,NUH.AX,Nuheara Limited,Information Technology,28798900,230391200.0,0.125
NOV,NOV.AX,Novatti Group Limited,Information Technology,28785800,338656471.0,0.085
JXT,JXT.AX,Jaxsta Limited,Information Technology,28742800,513264286.0,0.056
AUQ,AUQ.AX,Alara Resources,Materials,28723500,718087500.0,0.04
PAA,PAA.AX,PharmAust Limited,Health Care,28599800,348778049.0,0.082
NML,NML.AX,Navarre Minerals Limited,Materials,28555700,1502931579.0,0.019
KME,KME.AX,Kip McGrath Education Centres Limited,Consumer Discretionary,28421300,56842600.0,0.5
TSL,TSL.AX,Titanium Sands Limited,Materials,28348900,1771806250.0,0.016
IISV,IISV.AX,Intelligent Investor Select Value Share Fund (Managed Fund) ,Financials,28215200,10112975.0,2.79
AQLT,AQLT.AX,BetaShares Australian Quality ETF ,Financials,28177400,1151979.0,24.46
CD1,CD1.AX,Cordish Dixon Private Equity Fund I,Financials,28144400,36551169.0,0.77
NGY,NGY.AX,NuEnergy Gas Limited,Energy,28138200,1480957895.0,0.019
RHT,RHT.AX,Resonance Health Ltd,Health Care,28013600,466893333.0,0.06
NIM,NIM.AX,Nimy Resources Limited,Materials,28005600,136612683.0,0.205
FEG,FEG.AX,Far East Gold Ltd,Materials,27994000,180606452.0,0.155
PUR,PUR.AX,Pursuit Minerals Limited,Materials,27967700,3107522222.0,0.009
WOA,WOA.AX,Wide Open Agriculture Ltd,Consumer Staples,27945700,174660625.0,0.16
SPT,SPT.AX,Splitit Payments Ltd,Financials,27669200,553384000.0,0.05
MBH,MBH.AX,Maggie Beer Holdings Limited,Consumer Staples,27490300,352439744.0,0.078
SES,SES.AX,SECOS Group Limited,Materials,27300100,593480435.0,0.046
SNS,SNS.AX,SenSen Networks Limited,Information Technology,27252600,698784615.0,0.039
RTG,RTG.AX,RTG Mining,Materials,27137000,1085480000.0,0.025
EMD,EMD.AX,Emyria Limited,Health Care,27130600,366629730.0,0.074
JAT,JAT.AX,Jatcorp Limited,Consumer Discretionary,27061600,83266462.0,0.325
CLA,CLA.AX,Celsius Resources Limited,Materials,26952600,2246050000.0,0.012
NOU,NOU.AX,Noumi Limited,Consumer Staples,26879600,277109278.0,0.097
FGH,FGH.AX,Foresta Group Holdings Limited,Materials,26874000,2239500000.0,0.012
RVT,RVT.AX,Richmond Vanadium Technology Limited,Materials,26724400,86207742.0,0.31
JPR,JPR.AX,Jupiter Energy Limited,Energy,26676900,1270328571.0,0.021
USL,USL.AX,Unico Silver Limited,Materials,26644600,296051111.0,0.09
STN,STN.AX,Saturn Metals Limited,Materials,26609900,190070714.0,0.14
ECS,ECS.AX,ECS Botanics Holdings Ltd,Health Care,26561500,1106729167.0,0.024
IAM,IAM.AX,Income Asset Management Group Limited,Financials,26509300,311874118.0,0.085
QEM,QEM.AX,QEM Limited,Materials,26493600,151392000.0,0.175
MAN,MAN.AX,Mandrake Resources Limited,Materials,26477700,615760465.0,0.043
EZZ,EZZ.AX,EZZ Life Science Holdings Limited,Health Care,26477100,42705000.0,0.62
AQI,AQI.AX,Alicanto Minerals Limited,Materials,26459500,601352273.0,0.044
MTC,MTC.AX,MetalsTech Limited,Materials,26404600,188604286.0,0.14
WA8,WA8.AX,Warriedar Resources Limited,Materials,26284400,505469231.0,0.052
DKM,DKM.AX,Duketon Mining Limited,Materials,26249400,122090233.0,0.215
CDO,CDO.AX,Cadence Opportunities Fund Limited,Financials,26215900,15698144.0,1.67
IME,IME.AX,ImExHS Limited,Health Care,26203700,42607642.0,0.615
AMS,AMS.AX,Atomos Limited,Consumer Discretionary,26118400,401821538.0,0.065
SUH,SUH.AX,Southern Hemisphere Mining Limited,Materials,25982300,590506818.0,0.044
NIS,NIS.AX,NickelSearch Limited,Materials,25973100,185522143.0,0.14
INCM,INCM.AX,BetaShares Global Income Leaders ETF ,Financials,25907200,1707792.0,15.17
PAM,PAM.AX,Pan Asia Metals Limited,Materials,25888300,167021290.0,0.155
TMS,TMS.AX,Tennant Minerals Limited,Materials,25820700,759432353.0,0.034
EMN,EMN.AX,Euro Manganese Inc,Materials,25810600,245815238.0,0.105
MRC,MRC.AX,Mineral Commodities Ltd,Materials,25809200,860306667.0,0.03
EYE,EYE.AX,Nova Eye Medical Limited,Health Care,25734900,190628889.0,0.135
SHN,SHN.AX,Sunshine Metals Limited,Materials,25704200,1224009524.0,0.021
MIL,MIL.AX,Millennium Services Group Limited,Industrials,25704000,47163303.0,0.545
BDX,BDX.AX,BCAL Diagnostics Limited,Health Care,25545200,255452000.0,0.1
TOR,TOR.AX,Torque Metals Limited,Materials,25530200,130924103.0,0.195
NET,NET.AX,NetLinkz Limited,Information Technology,25322700,3165337500.0,0.008
MKR,MKR.AX,Manuka Resources Limited,Materials,25313400,562520000.0,0.045
PV1,PV1.AX,Provaris Energy Ltd,Energy,25287500,574715909.0,0.044
HAL,HAL.AX,Halo Technologies Holdings Limited,Financials,25251600,129495385.0,0.195
VEN,VEN.AX,Vintage Energy Ltd,Energy,25218400,869600000.0,0.029
TAL,TAL.AX,Talius Group Limited,Information Technology,25147500,2286136364.0,0.011
ANL,ANL.AX,Amani Gold Limited,Materials,25143400,25143400000.0,0.001
PWN,PWN.AX,Parkway Corporate Limited,Materials,25132200,2513220000.0,0.01
HCF,HCF.AX,H&G High Conviction Limited,Financials,25059400,25059400.0,1.0
GLL,GLL.AX,Galilee Energy Limited,Energy,25051800,338537838.0,0.074
UBN,UBN.AX,Urbanise.com Limited,Information Technology,25030400,64180513.0,0.39
MXC,MXC.AX,MGC Pharmaceuticals Ltd,Health Care,24978500,35430496.0,0.705
MLM,MLM.AX,Metallica Minerals Limited,Materials,24958000,959923077.0,0.026
BTR,BTR.AX,Brightstar Resources Limited,Materials,24905800,1915830769.0,0.013
DCG,DCG.AX,Decmil Group Limited,Industrials,24893800,155586250.0,0.16
CWX,CWX.AX,Carawine Resources Limited,Materials,24793200,236125714.0,0.105
BAS,BAS.AX,Bass Oil Limited,Energy,24692300,268394565.0,0.092
AR3,AR3.AX,Australian Rare Earths Limited,Materials,24666600,154166250.0,0.16
AMX,AMX.AX,Aerometrex Limited,Industrials,24653700,94821923.0,0.26
MTL,MTL.AX,Mantle Minerals Limited,Materials,24589800,6147450000.0,0.004
SSO,SSO.AX,SPDR S&P/ASX Small Ordinaries Fund,Financials,24503300,1954011.0,12.54
BML,BML.AX,Boab Metals Limited,Materials,24424800,168446897.0,0.145
MLS,MLS.AX,Metals Australia Limited,Materials,24337400,624035897.0,0.039
GBE,GBE.AX,Globe Metals & Mining Limited,Materials,24331200,675866667.0,0.036
SUV,SUV.AX,Suvo Strategic Minerals Limited,Materials,24315400,810513333.0,0.03
AHI,AHI.AX,Advanced Health Intelligence Ltd,Health Care,24302700,243027000.0,0.1
GWR,GWR.AX,GWR Group Limited,Materials,24091200,321216000.0,0.075
FAL,FAL.AX,Falcon Metals Limited,Materials,23895000,177000000.0,0.135
FPC,FPC.AX,Fat Prophets Global Contrarian Fund,Financials,23880000,29850000.0,0.8
EQN,EQN.AX,Equinox Resources Limited,Materials,23875000,95500000.0,0.25
HRZ,HRZ.AX,Horizon Minerals Limited,Materials,23833400,700982353.0,0.034
RDM,RDM.AX,Red Metal Limited,Materials,23755900,276231395.0,0.086
SGI,SGI.AX,Stealth Global Holdings Limited,Industrials,23723400,100950638.0,0.235
KAU,KAU.AX,Kaiser Reef Limited,Materials,23660400,147877500.0,0.16
SKS,SKS.AX,SKS Technologies Group Limited,Industrials,23606900,109799535.0,0.215
TCO,TCO.AX,Transmetro Corporation Limited,Consumer Discretionary,23419900,13382800.0,1.75
KRR,KRR.AX,King River Resources Limited,Materials,23302900,1553526667.0,0.015
MIO,MIO.AX,Macarthur Minerals Limited,Materials,23275500,166253571.0,0.14
GC1,GC1.AX,Glennon Small Companies Limited,Financials,23218900,52177303.0,0.445
CIW,CIW.AX,Clime Investment Management,Financials,23139300,72310312.0,0.32
CSX,CSX.AX,CleanSpace Holdings Limited,Health Care,23137700,77125667.0,0.3
OKR,OKR.AX,Okapi Resources Limited,Materials,23137000,210336364.0,0.11
EDU,EDU.AX,EDU Holdings Limited,Consumer Discretionary,23130000,165214286.0,0.14
SPN,SPN.AX,Sparc Technologies Limited,Materials,23124300,85645556.0,0.27
PXS,PXS.AX,Pharmaxis Ltd,Health Care,23123700,722615625.0,0.032
AMO,AMO.AX,Ambertech Limited,Information Technology,22846300,91385200.0,0.25
BXN,BXN.AX,Bioxyne Limited,Consumer Staples,22819700,1901641667.0,0.012
ATS,ATS.AX,Australis Oil & Gas Ltd,Energy,22803600,1266866667.0,0.018
MRR,MRR.AX,Minrex Resources Limited,Materials,22782200,1084866667.0,0.021
KNI,KNI.AX,Kuniko Limited,Materials,22765200,85906415.0,0.265
GW1,GW1.AX,Greenwing Resources Ltd,Materials,22652700,188772500.0,0.12
CCG,CCG.AX,Comms Group Limited,Communication Services,22630900,383574576.0,0.059
VR8,VR8.AX,Vanadium Resources Limited,Materials,22603400,538176190.0,0.042
5GG,5GG.AX,Pentanet Limited,Communication Services,22423600,373726667.0,0.06
TKM,TKM.AX,Trek Metals Limited,Materials,22393800,497640000.0,0.045
ALV,ALV.AX,Alvo Minerals Limited,Materials,22351300,93130417.0,0.24
AAU,AAU.AX,Antilles Gold Limited,Materials,22201400,792907143.0,0.028
DBBF,DBBF.AX,BetaShares Ethical Diversified Balanced ETF ,Financials,22182400,954082.0,23.25
EMB,EMB.AX,Embelton Limited,Industrials,22139600,2157856.0,10.26
EINC,EINC.AX,BetaShares Martin Currie Equity Income Fund (managed fund) ,Financials,21970800,2781114.0,7.9
TSO,TSO.AX,Tesoro Gold Limited,Materials,21868800,1150989474.0,0.019
SEN,SEN.AX,Senetas Corp,Information Technology,21854500,1214138889.0,0.018
PNN,PNN.AX,Power Minerals Limited,Materials,21773100,87092400.0,0.25
AX8,AX8.AX,Accelerate Resources Limited,Materials,21712100,472002174.0,0.046
MGU,MGU.AX,Magnum Mining & Exploration Limited,Materials,21704300,803862963.0,0.027
MAG,MAG.AX,Magmatic Resources Limited,Materials,21704200,305692958.0,0.071
1AI,1AI.AX,Algorae Pharmaceuticals Limited,Health Care,21596100,1799675000.0,0.012
CYP,CYP.AX,Cynata Therapeutics Limited,Health Care,21555800,179631667.0,0.12
PNX,PNX.AX,PNX Metals Limited,Materials,21522500,5380625000.0,0.004
CXU,CXU.AX,Cauldron Energy Limited,Energy,21511100,1132163158.0,0.019
CXZ,CXZ.AX,Connexion Mobility Ltd,Information Technology,21481200,933965217.0,0.023
OZM,OZM.AX,OzAurum Resources Limited,Materials,21431200,158749630.0,0.135
ELT,ELT.AX,Elementos Limited,Materials,21421400,194740000.0,0.11
KZR,KZR.AX,Kalamazoo Resources Limited,Materials,21421200,171369600.0,0.125
COD,COD.AX,Coda Minerals Ltd,Materials,21323600,142157333.0,0.15
KTA,KTA.AX,Krakatoa Resources Limited,Materials,21310000,434897959.0,0.049
LVH,LVH.AX,Livehire Limited,Information Technology,21026200,362520690.0,0.058
TCF,TCF.AX,360 Capital Mortgage REIT,Financials,20905000,4131423.0,5.06
DGR,DGR.AX,DGR Global Limited,Materials,20873900,1043695000.0,0.02
FRM,FRM.AX,Farm Pride Foods Ltd,Consumer Staples,20859400,143857931.0,0.145
AEV,AEV.AX,Avenira Limited,Materials,20847100,1737258333.0,0.012
TIA,TIA.AX,Tian An Australia Limited,Real Estate,20786100,86608750.0,0.24
INV,INV.AX,InvestSMART Group Limited,Financials,20664500,142513793.0,0.145
ICU,ICU.AX,Investor Centre Limited,Financials,20617500,303198529.0,0.068
AYI,AYI.AX,A1 Investments & Resources,Financials,20527400,20527400000.0,0.001
MZZ,MZZ.AX,Matador Mining Limited,Materials,20502000,394269231.0,0.052
REE,REE.AX,RareX Limited,Materials,20501600,683386667.0,0.03
BM8,BM8.AX,Battery Age Minerals Limited,Materials,20501500,89136957.0,0.23
XF1,XF1.AX,Xref Limited,Information Technology,20479400,186176364.0,0.11
VMS,VMS.AX,Venture Minerals Limited,Materials,20475100,1950009524.0,0.0105
EPM,EPM.AX,Eclipse Metals Ltd,Energy,20438000,2043800000.0,0.01
AZI,AZI.AX,Altamin Limited,Materials,20369300,391717308.0,0.052
SBW,SBW.AX,Shekel Brainweigh Limited,Information Technology,20328600,203286000.0,0.1
PHO,PHO.AX,PhosCo Ltd,Materials,20306600,274413514.0,0.074
CI1,CI1.AX,Credit Intelligence Limited,Industrials,20250400,88045217.0,0.23
SVY,SVY.AX,Stavely Minerals Limited,Materials,20242800,396917647.0,0.051
XMET,XMET.AX,BetaShares Energy Transition Metals ETF ,Financials,20216300,2900473.0,6.97
WLD,WLD.AX,Wellard Limited,Consumer Staples,20187500,531250000.0,0.038
ECP,ECP.AX,ECP Emerging Growth Limited,Financials,20173000,18339091.0,1.1
POD,POD.AX,Podium Minerals Limited,Materials,20038500,364336364.0,0.055
YBR,YBR.AX,Yellow Brick Road Holdings Limited,Financials,20015000,328114754.0,0.061
SHP,SHP.AX,South Harz Potash Ltd,Materials,19978200,713507143.0,0.028
BRX,BRX.AX,Belararox Limited,Materials,19738700,51943947.0,0.38
DAOR,DAOR.AX,Aoris International Fund (Managed Fund) Class D ,Financials,19613800,12695016.0,1.545
AL3,AL3.AX,AML3D Limited,Industrials,19551000,230011765.0,0.085
ITM,ITM.AX,iTech Minerals Ltd,Materials,19549400,122183750.0,0.16
SCN,SCN.AX,Scorpion Minerals Limited,Materials,19521900,406706250.0,0.048
WNX,WNX.AX,Wellnex Life Limited,Consumer Staples,19513200,487283025.0,0.0400449
CDX,CDX.AX,CardieX Limited,Health Care,19397300,143683704.0,0.135
SKY,SKY.AX,Sky Metals Limited,Materials,19378700,461397619.0,0.042
RMI,RMI.AX,Resource Mining Corporation Limited,Materials,19119800,562347059.0,0.034
HNR,HNR.AX,Hannans Ltd,Materials,19116000,2730857143.0,0.007
LCL,LCL.AX,LCL Resources Limited,Materials,19063300,794304167.0,0.024
VMC,VMC.AX,Venus Metals Corporation Limited,Materials,18972900,189729000.0,0.1
RIM,RIM.AX,Rimfire Pacific Mining Limited,Materials,18947200,2105244444.0,0.009
UNT,UNT.AX,Unith Ltd,Communication Services,18915000,900714286.0,0.021
BCT,BCT.AX,Bluechiip Limited,Information Technology,18890100,787087500.0,0.024
PBL,PBL.AX,Parabellum Resources Limited,Materials,18879300,54722609.0,0.345
CNQ,CNQ.AX,Clean TeQ Water Limited,Industrials,18865800,65054483.0,0.29
BIO,BIO.AX,Biome Australia Limited,Consumer Staples,18746500,163013043.0,0.115
MOZ,MOZ.AX,Mosaic Brands Limited,Consumer Discretionary,18743200,187432000.0,0.1
WEMG,WEMG.AX,SPDR S&P Emerging Markets Carbon Control Fund ,Financials,18724200,874554.0,21.41
B4P,B4P.AX,Beforepay Group Limited,Financials,18718900,35318679.0,0.53
VTM,VTM.AX,Victory Metals Limited,Materials,18606900,80899565.0,0.23
BDT,BDT.AX,BirdDog Technology Limited,Information Technology,18560700,193340625.0,0.096
MPP,MPP.AX,Metro Performance Glass,Industrials,18537800,185378000.0,0.1
CETF,CETF.AX,VanEck FTSE China A50 ETF ,Financials,18427500,368035.0,50.07
ABV,ABV.AX,Advanced Braking Technology Limited,Consumer Discretionary,18404100,379465979.0,0.0485
RPM,RPM.AX,RPM Automotive Group Limited,Consumer Discretionary,18372100,195447872.0,0.094
SRN,SRN.AX,Surefire Resources NL,Materials,18367500,1836750000.0,0.01
SIH,SIH.AX,Sihayo Gold Limited,Materials,18306400,9153200000.0,0.002
FME,FME.AX,Future Metals NL,Materials,18267500,415170455.0,0.044
CLU,CLU.AX,Cluey Ltd,Consumer Discretionary,18145200,201613333.0,0.09
PGD,PGD.AX,Peregrine Gold Limited,Materials,18107700,56586562.0,0.32
XRG,XRG.AX,xReality Group Limited,Consumer Discretionary,18085800,531935294.0,0.034
KAM,KAM.AX,K2 Asset Management Holdings Ltd,Financials,18081400,241085333.0,0.075
AU1,AU1.AX,The Agency Group Australia,Real Estate,18000200,428576190.0,0.042
ODM,ODM.AX,Odin Metals Limited,Materials,17978900,749120833.0,0.024
SLB,SLB.AX,Stelar Metals Limited,Materials,17908200,51907826.0,0.345
CG1,CG1.AX,Carbonxt Group Limited,Materials,17894400,275298462.0,0.065
MVOL,MVOL.AX,iShares Edge MSCI Australia Minimum Volatility ETF ,Financials,17879800,613583.0,29.14
BTC,BTC.AX,BTC health Limited,Financials,17826800,324123636.0,0.055
CSE,CSE.AX,Copper Strike Limited,Materials,17808300,134251295.0,0.132649
OSL,OSL.AX,Oncosil Medical Ltd,Health Care,17782600,1975844444.0,0.009
EQX,EQX.AX,Equatorial Resources Limited,Materials,17745100,131445185.0,0.135
AXI,AXI.AX,Axiom Properties Limited,Real Estate,17741300,432714634.0,0.041
BCC,BCC.AX,Beam Communications Holdings Limited,Information Technology,17716500,86421951.0,0.205
EM2,EM2.AX,Eagle Mountain Mining Limited,Materials,17688100,315858929.0,0.056
IXC,IXC.AX,Invex Therapeutics Limited,Health Care,17661200,75154043.0,0.235
ORM,ORM.AX,Orion Metals Limited,Materials,17657300,588576667.0,0.03
BBX,BBX.AX,BBX Minerals Limited,Materials,17647100,630253571.0,0.028
AC8,AC8.AX,Auscann Group Holdings Limited,Health Care,17621900,440547500.0,0.04
DOC,DOC.AX,Doctor Care Anywhere Group plc,Health Care,17598800,366641667.0,0.048
FLX,FLX.AX,Felix Group Holdings Ltd,Information Technology,17587000,204500000.0,0.086
MM8,MM8.AX,Medallion Metals Limited,Materials,17536100,307650877.0,0.057
XTC,XTC.AX,Xantippe Resources Limited,Materials,17528000,17528000000.0,0.001
FIN,FIN.AX,Fin Resources Limited,Materials,17527600,649170370.0,0.027
WRM,WRM.AX,White Rock Minerals Ltd,Materials,17508200,277907937.0,0.063
OEC,OEC.AX,Orbital Corporation Limited,Industrials,17496800,145806667.0,0.12
NAG,NAG.AX,Nagambie Resources Limited,Materials,17451800,581726667.0,0.03
IMC,IMC.AX,Immuron Limited,Health Care,17312700,227798684.0,0.076
YRL,YRL.AX,Yandal Resources Limited,Materials,17287300,187905435.0,0.092
8CO,8CO.AX,8common Limited,Information Technology,17255300,224094805.0,0.077
AON,AON.AX,Apollo Minerals Limited,Materials,17254100,556583871.0,0.031
RAD,RAD.AX,Radiopharm Theranostics Limited,Health Care,17230500,239312500.0,0.072
VIG,VIG.AX,Victor Group,Information Technology,17166800,572226667.0,0.03
NOR,NOR.AX,Norwood Systems Limited,Information Technology,17103000,427575000.0,0.04
CHM,CHM.AX,Chimeric Therapeutics Limited,Health Care,17099400,551593548.0,0.031
RWD,RWD.AX,Reward Minerals Limited,Materials,17089000,227853333.0,0.075
ECT,ECT.AX,Environmental Clean Technologies Limited,Industrials,17085300,2847550000.0,0.006
EVZ,EVZ.AX,EVZ Limited,Industrials,16952900,121092143.0,0.14
IG6,IG6.AX,International Graphite Limited,Industrials,16907700,88987895.0,0.19
CMD,CMD.AX,Cassius Mining Limited,Materials,16888800,482537143.0,0.035
BKG,BKG.AX,Booktopia Group Limited,Consumer Discretionary,16887200,244742029.0,0.069
NUC,NUC.AX,Nuchev Limited,Consumer Staples,16881500,84407500.0,0.2
PGO,PGO.AX,Pacgold Limited,Materials,16829100,84145500.0,0.2
KGD,KGD.AX,Kula Gold,Materials,16774600,419365000.0,0.04
GGE,GGE.AX,Grand Gulf Energy Limited,Energy,16762000,2095250000.0,0.008
VBS,VBS.AX,Vectus Biosystems Limited,Health Care,16754700,53189524.0,0.315
NXM,NXM.AX,Nexus Minerals Limited,Materials,16729600,418240000.0,0.04
WMG,WMG.AX,Western Mines Group Ltd,Materials,16701600,66806400.0,0.25
XGL,XGL.AX,Xamble Group Limited,Communication Services,16552800,295585714.0,0.056
AJL,AJL.AX,AJ Lucas Group,Industrials,16508800,1375733333.0,0.012
K2F,K2F.AX,K2fly Limited,Information Technology,16479600,175314894.0,0.094
ABX,ABX.AX,ABx Group Limited,Materials,16479200,242341176.0,0.068
PAB,PAB.AX,Patrys Limited,Health Care,16459600,2057450000.0,0.008
GTR,GTR.AX,GTI Energy Ltd,Materials,16399600,2049950000.0,0.008
G50,G50.AX,Gold 50 Limited,Materials,16393500,109290000.0,0.15
ERW,ERW.AX,Errawarra Resources Ltd,Materials,16306500,95920588.0,0.17
BUR,BUR.AX,Burley Minerals Ltd,Materials,16207500,108050000.0,0.15
VMIN,VMIN.AX,Vanguard Global Minimum Volatility Active ETF (Managed Fund) ,Financials,16141300,302782.0,53.31
QHL,QHL.AX,Quickstep Holdings Limited,Industrials,16138400,71726222.0,0.225
BMR,BMR.AX,Ballymore Resources Limited,Materials,16081700,146197273.0,0.11
ODY,ODY.AX,Odyssey Gold Limited,Materials,16076300,765538095.0,0.021
VPR,VPR.AX,Volt Power Group Limited,Utilities,16074300,10716200000.0,0.0015
RR1,RR1.AX,Reach Resources Limited,Materials,16051500,3210300000.0,0.005
MHK,MHK.AX,Metal Hawk Limited,Materials,16045100,80225500.0,0.2
MXR,MXR.AX,Maximus Resources Limited,Materials,16030300,320606000.0,0.05
SPD,SPD.AX,Southern Palladium Limited,Materials,15939000,43078378.0,0.37
CF1,CF1.AX,Complii Fintech Solutions Ltd,Information Technology,15894100,567646429.0,0.028
N1H,N1H.AX,N1 Holdings Limited,Financials,15850000,88055556.0,0.18
GSN,GSN.AX,Great Southern Mining Limited,Materials,15847300,754633333.0,0.021
CHR,CHR.AX,Charger Metals NL,Materials,15839200,62114510.0,0.255
PRX,PRX.AX,Prodigy Gold NL,Materials,15760000,1751111111.0,0.009
FTZ,FTZ.AX,Fertoz Ltd,Materials,15727900,257834426.0,0.061
MAAT,MAAT.AX,Monash Absolute Active Trust (Hedge Fund) ,Unclassified,15684500,20108333.0,0.78
JAL,JAL.AX,Jameson Resources Limited,Materials,15660400,391510000.0,0.04
LCE,LCE.AX,London City Equities,Financials,15652100,31304200.0,0.5
PET,PET.AX,Phoslock Environmental Technologies Limited,Industrials,15609800,624392000.0,0.025
PGM,PGM.AX,Platina Resources Limited,Materials,15579500,623180000.0,0.025
LAM,LAM.AX,Laramide Resources Ltd,Energy,15546900,21297123.0,0.73
ATX,ATX.AX,Amplia Therapeutics Limited,Health Care,15520500,194006250.0,0.08
AGH,AGH.AX,Althea Group Holdings Limited,Health Care,15445700,396043590.0,0.039
QML,QML.AX,Qmines Limited,Materials,15397600,210926027.0,0.073
SGA,SGA.AX,Sarytogan Graphite Limited,Materials,15390000,76950000.0,0.2
MMA,MMA.AX,Maronan Metals Limited,Materials,15376400,75006829.0,0.205
GPEQ,GPEQ.AX,VanEck Global Listed Private Equity ETF ,Financials,15359700,856648.0,17.93
ARE,ARE.AX,Argonaut Resources NL,Materials,15272400,152724000.0,0.1
RXH,RXH.AX,Rewardle Holdings Limited,Communication Services,15263300,526320690.0,0.029
AKO,AKO.AX,Akora Resources Limited,Materials,15197200,94982500.0,0.16
LU7,LU7.AX,Lithium Universe Limited,Materials,15152400,409524324.0,0.037
TDO,TDO.AX,3D Oil Limited,Energy,15126300,265373684.0,0.057
FZR,FZR.AX,Fitzroy River Corporation Ltd,Energy,15113600,107954286.0,0.14
MDC,MDC.AX,Medlab Clinical Limited,Health Care,15071100,2283500.0,6.6
ADR,ADR.AX,Adherium Limited,Health Care,15004800,5001600000.0,0.003
SBR,SBR.AX,Sabre Resources Limited,Materials,15001900,357188095.0,0.042
NGX,NGX.AX,NGX Limited,Materials,14951000,90612121.0,0.165
CBE,CBE.AX,Cobre Limited,Materials,14919400,304477551.0,0.049
ADV,ADV.AX,Ardiden Limited,Materials,14785800,2688327273.0,0.0055
ASE,ASE.AX,Astute Metals NL,Materials,14778700,410519444.0,0.036
SRK,SRK.AX,Strike Resources Limited,Materials,14755000,283750000.0,0.052
FRB,FRB.AX,Firebird Metals Limited,Materials,14754400,92215000.0,0.16
AGD,AGD.AX,Austral Gold Limited,Materials,14695500,612312500.0,0.024
AFL,AFL.AX,AF Legal Group Ltd,Industrials,14533900,78561622.0,0.185
FRX,FRX.AX,Flexiroam Limited,Communication Services,14533400,660609091.0,0.022
QFE,QFE.AX,QuickFee Limited,Financials,14528600,274124528.0,0.053
BMH,BMH.AX,Baumart Holdings Limited,Industrials,14474500,144745000.0,0.1
ICL,ICL.AX,Iceni Gold Limited,Materials,14391400,239856667.0,0.06
PAT,PAT.AX,Patriot Lithium Limited,Materials,14388600,68517143.0,0.21
JNO,JNO.AX,Juno Minerals Limited,Materials,14364900,161403371.0,0.089
NAE,NAE.AX,New Age Exploration Limited,Energy,14351200,1793900000.0,0.008
CPM,CPM.AX,Cooper Metals Limited,Materials,14316500,62245652.0,0.23
AS2,AS2.AX,Askari Metals Limited,Materials,14309800,77350270.0,0.185
FFG,FFG.AX,Fatfish Group Limited,Financials,14282900,1190241667.0,0.012
FPP,FPP.AX,Fat Prophets Global Property Fund,Financials,14263600,22640635.0,0.63
AII,AII.AX,Almonty Industries Inc,Materials,14178100,24873860.0,0.57
VBC,VBC.AX,Verbrec Limited,Industrials,14174500,221476562.0,0.064
VFX,VFX.AX,Visionflex Group Limited,Health Care,14169900,1416990000.0,0.01
AQN,AQN.AX,Aquirian Limited,Industrials,14117900,80673714.0,0.175
LLO,LLO.AX,Lion One Metals Limited,Materials,14101300,14688854.0,0.96
ASQ,ASQ.AX,Australian Silica Quartz Group Ltd,Materials,14093000,281860000.0,0.05
AT1,AT1.AX,Atomo Diagnostics Limited,Health Care,14062500,639204545.0,0.022
